WORK_TIME,FAMILY_INCOME,PERSONAL_INCOME,CREDIT,TERM,FST_PAYMENT,AGREEMENT_RK,TARGET,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
36.0,от 10000 до 20000 руб.,15000.0,41100.0,12,0.0,59932632,0,62,1,Среднее,Не состоял в браке,0,0,1,1,0,0,2,2
50.0,от 20000 до 50000 руб.,12000.0,10530.0,10,1170.0,59932724,1,37,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,2,2
1.0,от 20000 до 50000 руб.,15000.0,6299.0,6,1200.0,59932922,0,41,1,Среднее,Состою в браке,2,0,1,0,1,0,1,1
36.0,от 10000 до 20000 руб.,2300.0,5750.0,6,640.0,59933024,0,49,1,Высшее,Состою в браке,1,1,1,0,0,0,1,1
30.0,от 10000 до 20000 руб.,12000.0,7500.0,6,2000.0,59933083,1,25,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
48.0,от 20000 до 50000 руб.,20000.0,3600.0,3,4000.0,59933136,0,39,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,2,2
24.0,от 10000 до 20000 руб.,12000.0,5870.0,3,4330.0,59933153,0,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
96.0,от 5000 до 10000 руб.,7000.0,9700.0,6,10000.0,59933221,0,44,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,1,1
36.0,от 20000 до 50000 руб.,12000.0,11786.85,5,1309.65,59933246,1,23,1,Среднее,Состою в браке,1,1,1,0,1,0,1,1
7.0,от 20000 до 50000 руб.,15000.0,4700.0,3,6000.0,59933395,0,27,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,1,1
38.0,от 5000 до 10000 руб.,8000.0,10590.0,12,6000.0,59933459,0,36,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,2,2
18.0,от 20000 до 50000 руб.,30000.0,14400.0,3,6000.0,59933661,0,47,1,Высшее,Разведен(а),1,0,1,0,0,0,1,1
240.0,от 10000 до 20000 руб.,10000.0,12557.0,6,4000.0,59933854,0,56,1,Среднее специальное,Состою в браке,1,1,1,1,0,0,1,1
60.0,от 10000 до 20000 руб.,6000.0,3550.0,4,1000.0,59933862,0,30,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,1,1
288.0,от 10000 до 20000 руб.,12000.0,2872.0,6,718.0,59934004,0,48,1,Среднее,Не состоял в браке,0,0,1,0,0,0,1,1
72.0,от 10000 до 20000 руб.,15000.0,6990.0,3,6000.0,59934011,0,50,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,1
60.0,от 20000 до 50000 руб.,15000.0,24423.0,5,10467.0,59934078,0,30,1,Высшее,Состою в браке,2,2,1,0,1,0,1,1
60.0,от 10000 до 20000 руб.,5000.0,5000.0,12,560.0,59934125,0,49,1,Неполное среднее,Вдовец/Вдова,0,0,1,0,0,0,1,1
8.0,от 10000 до 20000 руб.,12000.0,5590.0,5,1000.0,59934296,0,27,0,Неполное среднее,Состою в браке,1,1,1,0,0,1,1,1
36.0,свыше 50000 руб.,32000.0,15450.0,6,4000.0,59934364,1,39,0,Среднее специальное,Состою в браке,2,2,1,0,0,1,1,1
120.0,свыше 50000 руб.,20000.0,5190.0,6,600.0,59934448,0,53,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,2,2
60.0,от 10000 до 20000 руб.,10000.0,10880.0,7,4000.0,59934534,0,44,0,Среднее специальное,Состою в браке,2,0,1,0,0,0,1,1
7.0,от 20000 до 50000 руб.,12000.0,3000.0,3,5500.0,59935108,0,24,1,Высшее,Состою в браке,0,0,1,0,0,0,2,1
12.0,от 10000 до 20000 руб.,13500.0,7600.0,6,1500.0,59935125,0,25,1,Среднее,Разведен(а),1,1,1,0,1,0,1,1
12.0,от 10000 до 20000 руб.,5000.0,12300.0,6,2000.0,59935139,0,60,1,Среднее специальное,Состою в браке,0,0,1,1,0,0,1,1
216.0,от 10000 до 20000 руб.,11000.0,4983.0,6,700.0,59935159,0,40,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,2,2
288.0,от 20000 до 50000 руб.,15000.0,7490.0,6,3000.0,59935199,0,48,1,Среднее специальное,Состою в браке,0,0,1,0,0,1,1,1
216.0,от 20000 до 50000 руб.,21000.0,6740.0,6,750.0,59935377,0,38,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,1
49.0,от 20000 до 50000 руб.,28000.0,28110.0,5,4000.0,59935448,1,35,0,Высшее,Не состоял в браке,0,0,1,0,1,0,1,1
60.0,от 20000 до 50000 руб.,18000.0,14450.0,12,2000.0,59935469,0,33,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,2,1
27.0,от 20000 до 50000 руб.,35000.0,15650.0,6,15000.0,59935708,0,29,0,Высшее,Не состоял в браке,0,0,1,0,1,0,1,1
36.0,от 20000 до 50000 руб.,30000.0,33978.63,6,9664.0,59935718,0,58,1,Высшее,Не состоял в браке,2,1,1,0,1,0,1,1
96.0,от 5000 до 10000 руб.,7500.0,10000.0,10,1670.0,59935837,0,49,1,Среднее,Состою в браке,0,0,1,1,0,0,3,2
53.0,от 10000 до 20000 руб.,5600.0,8055.0,10,895.0,59935875,1,50,1,Среднее специальное,Состою в браке,2,0,1,0,1,0,1,1
84.0,от 10000 до 20000 руб.,15000.0,17960.0,3,10000.0,59935933,0,34,1,Высшее,Разведен(а),1,1,1,0,1,0,1,1
120.0,от 20000 до 50000 руб.,13000.0,22969.0,4,13670.0,59936064,0,58,0,Высшее,Состою в браке,0,0,1,0,1,0,1,1
84.0,от 20000 до 50000 руб.,20000.0,13351.0,3,5722.21,59936342,0,49,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,1
84.0,от 20000 до 50000 руб.,25000.0,50929.82,18,6000.0,59936570,0,42,1,Среднее специальное,Вдовец/Вдова,1,1,1,0,1,0,2,1
18.0,от 10000 до 20000 руб.,6000.0,7454.0,3,5000.0,59936617,0,34,1,Среднее,Состою в браке,2,2,1,0,0,0,1,1
72.0,от 5000 до 10000 руб.,9800.0,18230.0,7,3000.0,59936794,0,37,1,Высшее,Разведен(а),2,2,1,0,0,0,1,1
5.0,от 10000 до 20000 руб.,12000.0,4845.0,6,855.0,59936799,1,27,0,Среднее,Не состоял в браке,1,1,1,0,1,0,1,1
480.0,от 20000 до 50000 руб.,11000.0,6720.0,6,800.0,59936804,0,60,0,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,1
36.0,от 10000 до 20000 руб.,15000.0,12396.0,6,2200.0,59936830,0,37,1,Высшее,Не состоял в браке,1,1,1,0,1,0,1,1
120.0,от 10000 до 20000 руб.,10000.0,7250.0,4,1300.0,59936839,0,38,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,1
228.0,от 10000 до 20000 руб.,9000.0,4922.0,4,550.0,59937023,0,43,1,Высшее,Состою в браке,1,1,1,0,1,0,1,1
204.0,от 20000 до 50000 руб.,15000.0,21771.0,6,2419.0,59937024,0,35,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
97.0,от 10000 до 20000 руб.,6500.0,11754.0,6,7836.0,59937151,0,39,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
144.0,от 10000 до 20000 руб.,10000.0,15824.0,5,6782.0,59937320,0,42,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,1,1
120.0,от 10000 до 20000 руб.,7000.0,5940.0,5,660.0,59937564,0,32,1,Среднее специальное,Состою в браке,1,0,1,0,1,0,1,1
192.0,от 20000 до 50000 руб.,15000.0,31580.0,6,10000.0,59937712,0,49,0,Среднее,Состою в браке,3,0,1,0,0,1,1,1
24.0,от 20000 до 50000 руб.,35000.0,38250.0,5,10000.0,59937776,0,35,0,Высшее,Состою в браке,1,1,1,0,1,1,1,1
12.0,от 10000 до 20000 руб.,10000.0,2690.0,3,1000.0,59937805,1,42,1,Среднее специальное,Не состоял в браке,1,0,1,0,1,0,1,1
8.0,от 20000 до 50000 руб.,25000.0,10890.0,3,2000.0,59937843,1,35,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,1
156.0,от 10000 до 20000 руб.,10000.0,5602.0,5,988.0,59937903,0,38,0,Среднее,Состою в браке,2,2,1,0,0,0,1,1
144.0,от 20000 до 50000 руб.,12500.0,22499.0,6,2500.0,59938197,1,43,1,Среднее,Состою в браке,1,1,1,0,1,0,1,1
13.0,от 5000 до 10000 руб.,10000.0,7790.0,8,2000.0,59938227,0,37,1,Высшее,Разведен(а),0,0,1,0,0,0,1,1
84.0,от 5000 до 10000 руб.,7000.0,2572.0,4,304.0,59938300,1,51,1,Среднее,Вдовец/Вдова,2,0,1,0,0,0,1,1
132.0,от 20000 до 50000 руб.,20000.0,20320.0,6,3000.0,59938618,0,44,0,Среднее специальное,Гражданский брак,0,0,1,0,0,0,1,1
26.0,от 10000 до 20000 руб.,10000.0,4458.0,3,1200.0,59938735,0,31,1,Среднее специальное,Состою в браке,0,0,1,0,0,1,2,1
60.0,от 20000 до 50000 руб.,14000.0,19520.0,6,1000.0,59938893,0,32,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,1
96.0,от 10000 до 20000 руб.,10000.0,14690.0,6,2000.0,59939017,0,51,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
60.0,от 10000 до 20000 руб.,10000.0,2704.0,12,301.0,59939096,0,52,1,Среднее специальное,Состою в браке,2,0,1,0,1,0,1,1
12.0,от 10000 до 20000 руб.,12000.0,13952.73,6,3489.0,59939268,1,35,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
42.0,от 10000 до 20000 руб.,10000.0,7830.0,4,870.0,59939374,0,25,0,Среднее,Гражданский брак,0,0,1,0,0,1,1,1
8.0,от 20000 до 50000 руб.,24000.0,4070.0,3,0.0,59939625,0,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,2,1
4.0,от 10000 до 20000 руб.,7000.0,4720.0,3,4500.0,59939725,0,27,0,Среднее,Состою в браке,1,1,1,0,0,0,1,1
396.0,от 10000 до 20000 руб.,20000.0,14860.0,6,3000.0,59939737,0,55,0,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,1
3.0,от 10000 до 20000 руб.,12000.0,8700.0,3,1000.0,59939829,0,48,0,Среднее,Состою в браке,0,0,1,0,0,0,1,1
252.0,от 10000 до 20000 руб.,10000.0,3023.58,6,2000.0,59939964,0,44,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,1
60.0,от 10000 до 20000 руб.,20000.0,9990.0,6,3000.0,59940352,0,47,1,Высшее,Вдовец/Вдова,0,0,1,0,0,0,1,1
36.0,от 20000 до 50000 руб.,20000.0,12530.0,5,660.0,59940513,0,59,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
2.0,от 10000 до 20000 руб.,15000.0,5090.0,3,1000.0,59940865,0,29,1,Высшее,Состою в браке,1,1,1,0,0,0,1,1
1.0,от 20000 до 50000 руб.,15000.0,3699.0,6,500.0,59959596,0,46,1,Высшее,Состою в браке,2,1,1,0,1,0,1,1
4.0,от 10000 до 20000 руб.,10000.0,3731.0,4,658.0,59959659,0,46,0,Среднее,Состою в браке,0,0,1,0,0,0,1,1
72.0,от 20000 до 50000 руб.,11000.0,12537.0,6,5373.0,59959893,0,35,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,1,1
216.0,от 10000 до 20000 руб.,20000.0,10987.0,6,1300.0,59960165,0,45,1,Среднее специальное,Состою в браке,1,0,1,0,0,0,1,1
144.0,от 20000 до 50000 руб.,16000.0,25050.0,6,3000.0,59960311,0,50,1,Высшее,Состою в браке,1,1,1,0,1,0,1,1
84.0,от 20000 до 50000 руб.,20000.0,39327.2,12,4370.0,59960473,0,44,1,Высшее,Не состоял в браке,1,1,1,0,1,0,1,1
24.0,от 20000 до 50000 руб.,20000.0,4230.0,3,1060.0,59960871,0,28,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
36.0,от 20000 до 50000 руб.,12000.0,17995.0,12,4053.0,59961022,0,22,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,1
36.0,от 10000 до 20000 руб.,12000.0,5000.0,3,1930.0,59961222,0,38,0,Среднее специальное,Состою в браке,3,3,1,0,0,0,1,1
48.0,от 20000 до 50000 руб.,40000.0,40410.0,5,4490.0,59961282,0,43,1,Высшее,Разведен(а),0,0,1,0,1,0,1,1
180.0,от 20000 до 50000 руб.,30000.0,3000.0,3,3150.0,59961652,0,41,0,Высшее,Состою в браке,2,2,1,0,0,0,1,1
144.0,от 20000 до 50000 руб.,15000.0,2724.0,3,300.0,59961674,0,53,0,Среднее,Разведен(а),0,0,1,0,1,0,1,1
12.0,от 10000 до 20000 руб.,10000.0,3990.0,6,4000.0,59961924,0,30,1,Высшее,Состою в браке,1,1,1,0,0,0,1,1
48.0,от 10000 до 20000 руб.,10000.0,12250.0,10,3200.0,59961994,0,39,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,0
10.0,от 10000 до 20000 руб.,6000.0,17940.0,6,2000.0,59962281,0,26,0,Высшее,Не состоял в браке,0,0,1,0,0,0,1,1
36.0,от 20000 до 50000 руб.,15000.0,4208.0,3,0.0,59962548,0,26,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,1
372.0,от 5000 до 10000 руб.,5500.0,9100.0,6,7000.0,59963382,0,58,0,Среднее специальное,Состою в браке,2,0,1,0,0,1,1,1
384.0,от 10000 до 20000 руб.,7000.0,2650.0,4,500.0,59963388,0,57,0,Среднее,Состою в браке,3,0,1,0,0,1,1,1
120.0,от 20000 до 50000 руб.,15000.0,7872.0,3,900.0,59963500,0,51,0,Среднее,Состою в браке,4,0,1,0,0,0,1,1
324.0,от 10000 до 20000 руб.,8000.0,2065.5,5,229.5,59963503,0,48,1,Среднее специальное,Состою в браке,2,0,1,0,1,0,1,1
120.0,от 20000 до 50000 руб.,15000.0,5000.0,10,1840.0,59963696,0,35,0,Среднее,Состою в браке,1,1,1,0,0,0,1,0
48.0,от 10000 до 20000 руб.,8000.0,13490.0,10,1500.0,59963728,1,39,0,Среднее специальное,Состою в браке,2,1,1,0,0,1,1,0
12.0,от 20000 до 50000 руб.,28000.0,5490.0,12,1500.0,59963789,0,42,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
56.0,от 10000 до 20000 руб.,10000.0,3639.0,6,1500.0,59964073,0,34,0,Среднее специальное,Состою в браке,2,2,1,0,0,0,1,1
12.0,от 10000 до 20000 руб.,11000.0,7370.0,12,230.0,59964749,0,34,0,Среднее,Не состоял в браке,1,1,1,0,0,1,1,0
13.0,от 5000 до 10000 руб.,5000.0,3960.0,10,440.0,59965101,0,47,1,Среднее,Состою в браке,0,0,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,11000.0,2400.0,3,500.0,59965218,0,29,1,Высшее,Разведен(а),1,1,1,0,0,0,1,1
6.0,от 10000 до 20000 руб.,7000.0,8499.0,6,1000.0,59965290,0,45,0,Среднее специальное,Состою в браке,1,0,1,0,0,1,1,1
10.0,от 10000 до 20000 руб.,6000.0,12700.0,12,1500.0,59965423,0,54,1,Среднее,Не состоял в браке,0,0,1,0,1,0,1,0
120.0,от 10000 до 20000 руб.,9000.0,14996.0,12,464.0,59965770,0,48,1,Среднее специальное,Состою в браке,2,0,1,0,0,0,1,0
38.0,от 10000 до 20000 руб.,13000.0,13450.0,10,450.0,59965990,0,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
324.0,от 10000 до 20000 руб.,7000.0,5340.0,12,950.0,59966257,0,50,1,Среднее специальное,Состою в браке,1,0,1,0,1,0,1,0
24.0,от 20000 до 50000 руб.,15000.0,21473.0,12,2940.0,59966422,0,53,1,Среднее,Разведен(а),1,0,1,0,1,0,1,0
19.0,от 5000 до 10000 руб.,8000.0,5670.0,9,630.0,59966502,0,39,0,Среднее специальное,Состою в браке,1,1,1,0,0,0,1,0
65.0,от 20000 до 50000 руб.,12000.0,19000.0,12,3000.0,59966600,0,45,1,Среднее специальное,Разведен(а),1,0,1,0,0,0,1,0
204.0,от 20000 до 50000 руб.,20000.0,21237.0,10,2360.0,59966625,0,46,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,0
36.0,от 10000 до 20000 руб.,6000.0,19600.0,12,2000.0,59966861,0,27,1,Высшее,Состою в браке,1,1,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,10000.0,8195.0,12,920.0,59966989,1,33,0,Среднее,Состою в браке,3,3,1,0,0,0,1,0
24.0,от 10000 до 20000 руб.,14000.0,27518.0,10,3060.0,59967229,0,57,0,Высшее,Состою в браке,2,0,1,1,1,0,1,0
108.0,от 10000 до 20000 руб.,10000.0,15780.0,10,1760.0,59967312,0,56,0,Среднее,Состою в браке,3,0,1,0,0,0,1,0
60.0,от 10000 до 20000 руб.,8000.0,4680.0,6,520.0,59967428,0,59,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,1,1
60.0,от 5000 до 10000 руб.,5000.0,7625.0,12,900.0,59967705,0,45,1,Среднее специальное,Вдовец/Вдова,2,0,1,0,1,0,1,0
180.0,от 20000 до 50000 руб.,30000.0,7472.0,6,1318.0,59967858,0,43,0,Высшее,Состою в браке,0,0,1,0,0,1,1,1
144.0,от 20000 до 50000 руб.,17000.0,22962.0,10,9411.0,59968198,0,40,0,Среднее специальное,Состою в браке,2,2,1,0,1,0,1,0
84.0,от 10000 до 20000 руб.,10000.0,12600.0,12,1400.0,59968281,0,34,1,Высшее,Не состоял в браке,0,0,1,0,0,0,1,0
7.0,от 5000 до 10000 руб.,6000.0,3604.0,10,636.0,59968297,0,26,1,Среднее,Не состоял в браке,2,2,1,0,0,0,1,0
54.0,от 10000 до 20000 руб.,10000.0,8000.0,12,2000.0,59968300,0,27,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,1,0
24.0,от 10000 до 20000 руб.,12000.0,11670.0,10,3000.0,59968305,1,39,1,Среднее специальное,Состою в браке,2,1,1,0,1,0,1,0
72.0,от 5000 до 10000 руб.,8000.0,11600.0,12,3000.0,59968371,0,41,1,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,1,0
13.0,от 10000 до 20000 руб.,6000.0,5990.0,9,3000.0,59968581,0,27,1,Среднее специальное,Не состоял в браке,0,0,1,0,1,0,1,0
180.0,от 20000 до 50000 руб.,13000.0,8369.0,10,930.0,59968595,0,53,1,Высшее,Вдовец/Вдова,1,0,1,0,1,0,1,0
72.0,от 20000 до 50000 руб.,8000.0,24000.0,12,3500.0,59968635,0,35,1,Среднее,Состою в браке,1,1,1,0,0,0,1,0
24.0,от 20000 до 50000 руб.,15000.0,31000.0,6,10000.0,59968922,0,50,0,Среднее специальное,Состою в браке,0,0,1,0,1,0,1,0
